role_id,project_id,user_id,role_type,assigned_by,assigned_at
6e6c7ffd-2f22-4dd4-89be-79213c5deab1,2c3c29be-4a97-48c4-b35b-491546fec379,1740077374191,project_owner,system,2025-04-29T06:30:04.044Z
