project_id,user_id,project_name,project_type,label_classes,folder_path,created_at
2c3c29be-4a97-48c4-b35b-491546fec379,1740077374191,p1,image detection,[{"name":"c"|"color":"#e6194B"}],uploads/9eaff5fa-2288-4a65-8dc4-5b7cf8aedcf8,2025-04-29T06:30:04.043Z,true
